Count,Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
13597,13597,BLR,Nirmal Spinning Mills Private Limited,CARE B,19-10-16,,,,,,,,,,,,,,,,,,,,
13598,13598,BLR,Nirman Developers,CARE B+,12-03-15,,,,,,,,,,,,,,,,,,,,
13599,13599,BLR,Nirman Engicons Private Limited,CARE BB-,30-07-15,,,,,,,,,,,,,,,,,,,,
13600,13600,BLR,Nirman Engicons Private Limited,CARE BB-,30-07-15,,,,,,,,,,,,,,,,,,,,
13601,13601,BLR,Nirman Engicons Private Limited,CARE A4,30-07-15,,,,,,,,,,,,,,,,,,,,
13602,13602,BLR,Nirman Engineers and Contractors,CARE A4,09-03-16,,,,,,,,,,,,,,,,,,,,
13603,13603,BLR,Nirman Engineers and Contractors,CARE A4,09-03-16,,,,,,,,,,,,,,,,,,,,
13604,13604,BLR,Nirman Engineers and Contractors,CARE B+,09-03-16,,,,,,,,,,,,,,,,,,,,
13605,13605,BLR,Nirman homes,CARE BB-,27-03-17,,,,,,,,,,,,,,,,,,,,
13606,13606,BLR,Nirmesh Enterprises Private Limited,CARE A4,28-02-18,,,,,,,,,,,,,,,,,,,,
13607,13607,BLR,Nirmesh Enterprises Private Limited,CARE A4,28-02-18,,,,,,,,,,,,,,,,,,,,
13608,13608,BLR,Nirmesh Enterprises Private Limited,CARE BB / CARE A4,28-02-18,,,,,,,,,,,,,,,,,,,,
13609,13609,BLR,Niros Ispat Private Limited,CARE A4,10-09-14,,,,,,,,,,,,,,,,,,,,
13610,13610,BLR,Niros Ispat Private Limited,CARE BB,10-09-14,CARE B+,11-04-16,CARE BB-,12-10-16,,,,,,,,,,,,,,,,
13611,13611,BLR,Niros Ispat Private Limited,CARE BB,11-08-15,CARE B+,11-04-16,CARE BB-,12-10-16,,,,,,,,,,,,,,,,
13612,13612,BLR,Nirosha Power Private Limited,CARE A3+,22-01-18,,,,,,,,,,,,,,,,,,,,
13613,13613,BLR,Nirosha Power Private Limited,CARE BBB,22-01-18,,,,,,,,,,,,,,,,,,,,
13614,13614,BLR,Nirupam Associates,CARE BB,27-04-15,CARE BB-,30-01-17,,,,,,,,,,,,,,,,,,
13615,13615,BLR,Nirwan Charitable Trust,CARE BB-,09-11-12,CARE BB,24-03-15,CARE BB+,07-04-16,,,,,,,,,,,,,,,,
13616,13616,BLR,Nirwan Charitable Trust,CARE BB-,09-11-12,CARE BB,24-03-15,CARE BB+,07-04-16,,,,,,,,,,,,,,,,
13617,13617,BLR,Nishant Marketing,CARE B+ / CARE A4,10-02-17,,,,,,,,,,,,,,,,,,,,
13618,13618,BLR,Nishapati Cold Storage Private Limited,CARE BB-,25-02-16,,,,,,,,,,,,,,,,,,,,
13619,13619,BLR,Nishapati Cold Storage Private Limited,CARE BB-,25-02-16,,,,,,,,,,,,,,,,,,,,
13620,13620,BLR,Nishapati Cold Storage Private Limited,CARE BB-,25-02-16,,,,,,,,,,,,,,,,,,,,
13621,13621,BLR,Nishapati Cold Storage Private Limited,CARE A4,25-02-16,,,,,,,,,,,,,,,,,,,,
13622,13622,BLR,Nishit Aggarwal Krishi Sewa Kendra,CARE BB- / CARE A4,19-03-18,,,,,,,,,,,,,,,,,,,,
13623,13623,LT Instruments,Nitesh Pune Mall Private Limited,CARE BB (SO) (In Principle),28-04-15,CARE B+,03-08-16,,,,,,,,,,,,,,,,,,
13624,13624,BLR,Nithya Tobaccos,CARE B+,07-09-17,,,,,,,,,,,,,,,,,,,,
13625,13625,BLR,Nivasan Homes Private Limited,CARE BB-,26-04-17,,,,,,,,,,,,,,,,,,,,
13626,13626,BLR,Nivik Constructions,CARE BB,20-03-18,,,,,,,,,,,,,,,,,,,,
13627,13627,BLR,Nivik Constructions,CARE A4,20-03-18,,,,,,,,,,,,,,,,,,,,
13628,13628,BLR,NJR Construction Private Limited,CARE A4+,21-11-17,,,,,,,,,,,,,,,,,,,,
13629,13629,BLR,NJR Construction Private Limited,CARE BB+,21-11-17,,,,,,,,,,,,,,,,,,,,
13630,13630,BLR,NKC Projects Private Limited,CARE BBB-,16-04-15,CARE BBB,21-03-18,,,,,,,,,,,,,,,,,,
13631,13631,BLR,NKC Projects Private Limited,CARE BBB- / CARE A3,16-04-15,CARE BBB / CARE A3,21-03-18,,,,,,,,,,,,,,,,,,
13632,13632,BLR,NKG Infrastructure Limited,CARE A4+,03-05-17,,,,,,,,,,,,,,,,,,,,
13633,13633,BLR,NKG Infrastructure Limited,CARE BB+,03-05-17,,,,,,,,,,,,,,,,,,,,
13634,13634,BLR,NLC India Limited,CARE AAA,08-11-16,,,,,,,,,,,,,,,,,,,,
13635,13635,BLR,NLC Tamilnadu Power Limited,CARE A+,08-11-16,,,,,,,,,,,,,,,,,,,,
13636,13636,BLR,NLC Tamilnadu Power Limited,CARE A+,08-01-18,,,,,,,,,,,,,,,,,,,,
13637,13637,BLR,NLC Tamilnadu Power Limited,CARE AAA (SO),02-06-10,,,,,,,,,,,,,,,,,,,,
13638,13638,BLR,NLC Tamilnadu Power Limited,CARE AAA (SO) (In Principle),27-04-15,,,,,,,,,,,,,,,,,,,,
13639,13639,BLR,NLC Tamilnadu Power Limited,CARE A+ / CARE A1+,08-01-18,,,,,,,,,,,,,,,,,,,,
13640,13640,BLR,Nobel Hygiene Private Limited,CARE BBB,17-04-15,,,,,,,,,,,,,,,,,,,,
13641,13641,BLR,Nobel Hygiene Private Limited,CARE A3+,17-04-15,,,,,,,,,,,,,,,,,,,,
13642,13642,BLR,Nobel Hygiene Private Limited,CARE BBB,17-04-15,,,,,,,,,,,,,,,,,,,,
13643,13643,BLR,Nobel Hygiene Private Limited,CARE A3+,01-03-16,,,,,,,,,,,,,,,,,,,,
13644,13644,LT Instruments,Nobility Estates Private Limited,CARE BB,30-04-14,,,,,,,,,,,,,,,,,,,,
13645,13645,BLR,Noble India Construction Company,CARE BBB- / CARE A3,15-06-11,CARE BB+ / CARE A4+,06-04-16,CARE BB / CARE A4,05-04-17,,,,,,,,,,,,,,,,
13646,13646,BLR,Noble Tech Industries Private Limited,CARE BBB- / CARE A3,16-12-11,CARE A4,14-02-13,CARE BB / CARE A4,15-04-14,CARE BB+ / CARE A4+,20-03-15,CARE BBB- / CARE A3,14-02-18,,,,,,,,,,,,
13647,13647,BLR,Noble Tech Industries Private Limited,CARE BBB-,16-12-11,CARE BB+,14-02-13,CARE BB,15-04-14,CARE BB+,20-03-15,CARE BBB-,14-02-18,,,,,,,,,,,,
13648,13648,BLR,Noble Tech Industries Private Limited,CARE BBB-,16-12-11,CARE BB+,14-02-13,CARE BB,15-04-14,CARE BB+,20-03-15,CARE BBB-,14-02-18,,,,,,,,,,,,
13649,13649,BLR,Noble Tech Industries Private Limited,CARE A3,16-12-11,CARE A4,14-02-13,CARE A4+,20-03-15,CARE A3,14-02-18,,,,,,,,,,,,,,
13650,13650,BLR,NOCIL Limited,CARE A3+,10-08-09,CARE A2,12-04-10,CARE A2+,02-09-10,CARE A1,26-04-11,CARE A1+,10-01-12,,,,,,,,,,,,
13651,13651,ST Instruments,NOCIL Limited,CARE A1+,25-04-13,,,,,,,,,,,,,,,,,,,,
13652,13652,BLR,NOCIL Limited,CARE A-,10-08-09,CARE A,02-09-10,CARE A+,10-01-12,CARE AA-,17-04-13,CARE AA,14-10-16,,,,,,,,,,,,
13653,13653,BLR,NOCIL Limited,CARE A-,10-08-09,CARE A,02-09-10,CARE A+,10-01-12,CARE AA-,17-04-13,CARE AA,14-10-16,,,,,,,,,,,,
13654,13654,BLR,Noken Vitrified Private Limited,CARE B,02-12-16,CARE B+,28-11-17,,,,,,,,,,,,,,,,,,
13655,13655,BLR,Noken Vitrified Private Limited,CARE B,02-12-16,CARE B+,28-11-17,,,,,,,,,,,,,,,,,,
13656,13656,BLR,Noken Vitrified Private Limited,CARE A4,02-12-16,,,,,,,,,,,,,,,,,,,,
13657,13657,BLR,Noor Impex Private Limited,CARE BB- / CARE A4,31-12-16,,,,,,,,,,,,,,,,,,,,
13658,13658,BLR,Noor India Buildcon Private Limited,CARE B,13-05-15,CARE B+,14-03-17,CARE D,14-07-17,,,,,,,,,,,,,,,,
13659,13659,BLR,Nortech Power Projects Private Limited,CARE C,17-07-14,,,,,,,,,,,,,,,,,,,,
13660,13660,BLR,Nortech Power Projects Private Limited,CARE A4,17-07-14,,,,,,,,,,,,,,,,,,,,
13661,13661,BLR,North Bihar Highway Limited,CARE A-,18-10-16,,,,,,,,,,,,,,,,,,,,
13662,13662,LT Instruments,North Bihar Highway Limited,CARE A-,18-10-16,,,,,,,,,,,,,,,,,,,,
13663,13663,BLR,North Bihar Highway Limited,CARE BBB+,18-10-16,,,,,,,,,,,,,,,,,,,,
13664,13664,BLR,North East Ferro Alloys Company Private Limited,CARE B+,26-02-16,,,,,,,,,,,,,,,,,,,,
13665,13665,BLR,North East Ferro Alloys Company Private Limited,CARE B+,26-02-16,,,,,,,,,,,,,,,,,,,,
13666,13666,LT Instruments,North Eastern Electric Power Corporation Limited,CARE AA,06-03-17,,,,,,,,,,,,,,,,,,,,
13667,13667,LT Instruments,North Eastern Electric Power Corporation Limited,CARE AA,06-08-15,,,,,,,,,,,,,,,,,,,,
13668,13668,LT Instruments,North Eastern Electric Power Corporation Limited,CARE AA-,13-02-15,CARE AA,06-08-15,,,,,,,,,,,,,,,,,,
13669,13669,LT Instruments,North Eastern Electric Power Corporation Limited,CARE AA-,26-09-14,CARE AA,06-08-15,,,,,,,,,,,,,,,,,,
13670,13670,LT Instruments,North Eastern Electric Power Corporation Limited,CARE AA,17-10-17,,,,,,,,,,,,,,,,,,,,
13671,13671,BLR,North End Foods Marketing Private Limited,CARE A-,28-09-16,,,,,,,,,,,,,,,,,,,,
13672,13672,BLR,North End Foods Marketing Private Limited,CARE A- / CARE A2+,28-09-16,,,,,,,,,,,,,,,,,,,,
13673,13673,LT Instruments,North Karnataka Expressway Limited,CARE AAA(SO) In Principle,08-12-10,CARE AAA (SO),05-10-11,,,,,,,,,,,,,,,,,,
13674,13674,BLR,North Street Cooling Towers Private Limited,CARE A4,20-07-15,,,,,,,,,,,,,,,,,,,,
13675,13675,BLR,North Street Cooling Towers Private Limited,CARE BB-,20-07-15,CARE BB,11-01-18,,,,,,,,,,,,,,,,,,
13676,13676,BLR,Northern Agro Seed Products,CARE BB-,08-04-15,,,,,,,,,,,,,,,,,,,,
13677,13677,BLR,Northern Power Erectors Limited,CARE A4,27-09-16,,,,,,,,,,,,,,,,,,,,
13678,13678,BLR,Northern Power Erectors Limited,CARE B+,27-09-16,,,,,,,,,,,,,,,,,,,,
13679,13679,BLR,Northstar Solar Power Private Limited,CARE BBB-,06-06-16,,,,,,,,,,,,,,,,,,,,
13680,13680,BLR,Notandas Jewellers Private Limited,CARE BBB-,25-05-11,,,,,,,,,,,,,,,,,,,,
13681,13681,BLR,Novarc Labs Private Limited,CARE B,15-03-17,,,,,,,,,,,,,,,,,,,,
13682,13682,BLR,Novartis Finance Limited,CARE BB-,22-09-17,,,,,,,,,,,,,,,,,,,,
13683,13683,BLR,Novelty Gold,CARE B+,11-07-16,,,,,,,,,,,,,,,,,,,,
13684,13684,BLR,Novelty Reddy And Reddy Motors Private Limited,CARE BB-,07-01-15,,,,,,,,,,,,,,,,,,,,
13685,13685,BLR,Novelty Reddy And Reddy Motors Private Limited,CARE A4,07-01-15,,,,,,,,,,,,,,,,,,,,
13686,13686,BLR,NPP Printing N Packaging,CARE BB+,08-01-16,,,,,,,,,,,,,,,,,,,,
13687,13687,BLR,NR Oils,CARE BBB-,17-04-13,CARE BBB,16-02-15,CARE BBB+,22-03-17,,,,,,,,,,,,,,,,
13688,13688,BLR,NR Oils,CARE A3,17-04-13,CARE A3+,16-02-15,CARE A2,22-03-17,,,,,,,,,,,,,,,,
13689,13689,BLR,NR Oils,CARE BBB-,17-04-13,CARE BBB,16-02-15,CARE BBB+,22-03-17,,,,,,,,,,,,,,,,
13690,13690,BLR,NRB Industrial Bearings Limited,CARE BBB-,10-03-17,,,,,,,,,,,,,,,,,,,,
13691,13691,BLR,NRB Industrial Bearings Limited,CARE BBB-,26-11-15,,,,,,,,,,,,,,,,,,,,
13692,13692,BLR,NRB Industrial Bearings Limited,CARE AA- (SO),26-11-15,,,,,,,,,,,,,,,,,,,,
13693,13693,LT Instruments,NRSS XXXI (B) Transmission Limited,Provisional CARE AAA (SO),12-09-17,,,,,,,,,,,,,,,,,,,,
13694,13694,BLR,NRV Yarns Private Limited,CARE BB-,23-08-17,,,,,,,,,,,,,,,,,,,,
13695,13695,BLR,NRV Yarns Private Limited,CARE BB-,23-08-17,,,,,,,,,,,,,,,,,,,,
13696,13696,BLR,NRV Yarns Private Limited,CARE A4,23-08-17,,,,,,,,,,,,,,,,,,,,
13697,13697,BLR,NSL Cotton Corporation Private Limited,CARE A4+,04-01-12,CARE A4,04-03-13,CARE D,09-01-17,,,,,,,,,,,,,,,,
13698,13698,BLR,NSL Cotton Corporation Private Limited,CARE BB+,04-01-12,CARE B+,04-03-13,CARE B-,04-02-16,CARE D,09-01-17,,,,,,,,,,,,,,
13699,13699,BLR,NSL Properties Private Limited,CARE BBB,28-03-11,CARE BBB-,16-02-12,,,,,,,,,,,,,,,,,,
13700,13700,BLR,NSL SEZ Hyderabad Private Limited,CARE BB-,29-01-14,CARE BB+,08-01-15,CARE BBB- (SO),08-03-17,,,,,,,,,,,,,,,,
13701,13701,BLR,NSL Wind Power Company (Satara) Private Limited,CARE BBB-,03-03-15,CARE BBB,13-02-18,,,,,,,,,,,,,,,,,,
13702,13702,BLR,NSL Wind Power Company (Satara) Private Limited,CARE BBB,13-02-18,,,,,,,,,,,,,,,,,,,,
13703,13703,BLR,NSP Infrastructure Private Limited,CARE BB-,03-10-16,,,,,,,,,,,,,,,,,,,,
13704,13704,BLR,NSP Infrastructure Private Limited,CARE BB- / CARE A4,03-10-16,,,,,,,,,,,,,,,,,,,,
13705,13705,BLR,NSPR Constructions India Private Limited,CARE BBB- / CARE A3,14-07-14,CARE BBB / CARE A3+,22-02-17,,,,,,,,,,,,,,,,,,
13706,13706,BLR,NSPR Constructions India Private Limited,CARE BBB-,14-07-14,CARE BBB,22-02-17,,,,,,,,,,,,,,,,,,
13707,13707,BLR,NSPR KP Road Projects Private Limited,CARE BBB+,21-09-15,,,,,,,,,,,,,,,,,,,,
13708,13708,LT Instruments,NTPC Limited,CARE AAA,04-09-15,,,,,,,,,,,,,,,,,,,,
13709,13709,LT Instruments,NTPC Limited,CARE AAA,28-09-16,,,,,,,,,,,,,,,,,,,,
13710,13710,LT Instruments,NTPC Limited,CARE AAA,26-05-10,,,,,,,,,,,,,,,,,,,,
13711,13711,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13712,13712,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13713,13713,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13714,13714,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13715,13715,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13716,13716,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13717,13717,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13718,13718,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13719,13719,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13720,13720,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13721,13721,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13722,13722,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13723,13723,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13724,13724,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13725,13725,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13726,13726,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13727,13727,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13728,13728,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13729,13729,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13730,13730,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13731,13731,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13732,13732,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13733,13733,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13734,13734,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13735,13735,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13736,13736,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13737,13737,LT Instruments,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13738,13738,BLR,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13739,13739,BLR,NTPC Limited,CARE AAA,27-03-12,,,,,,,,,,,,,,,,,,,,
13740,13740,LT Instruments,NTPC Limited,CARE AAA,11-03-15,,,,,,,,,,,,,,,,,,,,
13741,13741,LT Instruments,NTPC Limited,CARE AAA,13-11-13,,,,,,,,,,,,,,,,,,,,
13742,13742,LT Instruments,NTPC Limited,CARE AAA,22-09-14,,,,,,,,,,,,,,,,,,,,
13743,13743,LT Instruments,NTPC Limited,CARE AAA,22-09-14,,,,,,,,,,,,,,,,,,,,
13744,13744,BLR,NTPC Limited,CARE A1+,27-03-12,,,,,,,,,,,,,,,,,,,,
13745,13745,ST Instruments,NTPC Limited,CARE A1+,28-09-16,,,,,,,,,,,,,,,,,,,,
13746,13746,BLR,NTPC Tamil Nadu Energy Company Limited,CARE BBB+,08-07-16,CARE A-,29-09-17,,,,,,,,,,,,,,,,,,
13747,13747,BLR,NTPC Tamil Nadu Energy Company Limited,CARE BBB+ / CARE A3+,08-07-16,CARE A- / CARE A2,29-09-17,,,,,,,,,,,,,,,,,,
13748,13748,LT Instruments,NTPC-SAIL Power Company Limited,CARE AA,30-06-17,,,,,,,,,,,,,,,,,,,,
13749,13749,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,26-02-13,,,,,,,,,,,,,,,,,,,,
13750,13750,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,19-03-15,,,,,,,,,,,,,,,,,,,,
13751,13751,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,20-11-14,,,,,,,,,,,,,,,,,,,,
13752,13752,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,02-01-14,,,,,,,,,,,,,,,,,,,,
13753,13753,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,15-03-16,,,,,,,,,,,,,,,,,,,,
13754,13754,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,21-07-15,,,,,,,,,,,,,,,,,,,,
13755,13755,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,07-11-16,,,,,,,,,,,,,,,,,,,,
13756,13756,BLR,Nuclear Power Corporation of India Limited,CARE AAA,14-12-09,,,,,,,,,,,,,,,,,,,,
13757,13757,LT Instruments,Nuclear Power Corporation of India Limited,CARE AAA,14-12-09,,,,,,,,,,,,,,,,,,,,
13758,13758,BLR,Nufab Technical Textiles Private Limited,CARE BB-,18-09-17,,,,,,,,,,,,,,,,,,,,
13759,13759,BLR,Nufab Technical Textiles Private Limited,CARE BB-,18-09-17,,,,,,,,,,,,,,,,,,,,
13760,13760,BLR,NuPower Renewables Private Limited,CARE BBB,18-12-15,CARE BBB+,28-02-18,,,,,,,,,,,,,,,,,,
13761,13761,BLR,NuPower Wind Farms Limited,CARE BBB-,21-07-16,CARE BBB+,28-02-18,,,,,,,,,,,,,,,,,,
13762,13762,BLR,Nutan Ispat and Power Private Limited,CARE A4+,11-11-13,CARE A3,17-04-15,CARE A4+,24-04-17,,,,,,,,,,,,,,,,
13763,13763,BLR,Nutan Ispat and Power Private Limited,CARE A4+,11-11-13,CARE A3,17-04-15,CARE A4+,24-04-17,,,,,,,,,,,,,,,,
13764,13764,BLR,Nutan Ispat and Power Private Limited,CARE A4+,11-11-13,CARE A3,17-04-15,CARE A4+,24-04-17,,,,,,,,,,,,,,,,
13765,13765,BLR,Nutan Ispat and Power Private Limited,CARE BB+,11-11-13,CARE BBB-,17-04-15,CARE BB+,24-04-17,,,,,,,,,,,,,,,,
13766,13766,BLR,Nutan Ispat and Power Private Limited,CARE BBB-,19-04-16,CARE BB+,24-04-17,,,,,,,,,,,,,,,,,,
13767,13767,BLR,Nutech Appliances,CARE B+,23-12-16,,,,,,,,,,,,,,,,,,,,
13768,13768,BLR,Nutech Appliances,CARE A4,23-12-16,,,,,,,,,,,,,,,,,,,,
13769,13769,BLR,Nutech Engineering Technologies Limited,CARE A4,09-03-12,,,,,,,,,,,,,,,,,,,,
13770,13770,BLR,Nutech Engineering Technologies Limited,CARE A4,09-03-12,,,,,,,,,,,,,,,,,,,,
13771,13771,BLR,Nutech Engineering Technologies Limited,CARE BB-,04-02-14,,,,,,,,,,,,,,,,,,,,
13772,13772,BLR,Nutech Engineering Technologies Limited,CARE BB-,09-03-12,,,,,,,,,,,,,,,,,,,,
13773,13773,BLR,Nutech Global Limited,CARE BB,12-04-16,,,,,,,,,,,,,,,,,,,,
13774,13774,BLR,Nutech Global Limited,CARE BB,12-04-16,,,,,,,,,,,,,,,,,,,,
13775,13775,BLR,Nutech Jetting Equipment India Private Limited,CARE BB-,21-09-15,CARE B+,24-03-17,,,,,,,,,,,,,,,,,,
13776,13776,BLR,Nutech Jetting Equipment India Private Limited,CARE BB-,21-09-15,CARE B+,24-03-17,,,,,,,,,,,,,,,,,,
13777,13777,BLR,Nutech Jetting Equipment India Private Limited,CARE BB-,21-09-15,CARE B+,24-03-17,,,,,,,,,,,,,,,,,,
13778,13778,BLR,Nutech Jetting Equipment India Private Limited,CARE A4,21-09-15,,,,,,,,,,,,,,,,,,,,
13779,13779,BLR,Nutech Jetting Equipment India Private Limited,CARE A4,21-09-15,,,,,,,,,,,,,,,,,,,,
13780,13780,BLR,Nutech Jetting Equipment India Private Limited,CARE BB- / CARE A4,21-09-15,CARE B+ / CARE A4,24-03-17,,,,,,,,,,,,,,,,,,
13781,13781,BLR,Nutrient Marine Foods Limited,CARE B+ / CARE A4,18-04-13,CARE BB- / CARE A4,07-04-14,CARE BB / CARE A4,27-04-15,CARE BB- / CARE A4,05-02-18,,,,,,,,,,,,,,
13782,13782,BLR,Nuziveedu Seeds Limited,CARE A+,21-03-11,,,,,,,,,,,,,,,,,,,,
13783,13783,BLR,Nuziveedu Seeds Limited,CARE A+,21-03-11,,,,,,,,,,,,,,,,,,,,
13784,13784,BLR,Nuziveedu Swathi Coastal Consortium,CARE D,24-01-12,CARE B,28-12-12,CARE B+,18-12-14,CARE D,04-12-15,,,,,,,,,,,,,,
13785,13785,BLR,Nuziveedu Swathi Coastal Consortium,CARE D,24-01-12,CARE B,28-12-12,CARE B+,18-12-14,CARE D,04-12-15,,,,,,,,,,,,,,
13786,13786,BLR,Nuziveedu Swathi Coastal Consortium,CARE D,24-01-12,CARE A4,28-12-12,CARE D,04-12-15,,,,,,,,,,,,,,,,
13787,13787,BLR,NV Distilleries Private Limited,CARE C,31-12-12,CARE BB-,24-02-14,CARE D,09-05-16,CARE B,28-04-17,CARE BB-,12-02-18,,,,,,,,,,,,
13788,13788,BLR,NV International Private Limited,CARE D,24-11-15,CARE C,07-04-17,CARE B,12-02-18,,,,,,,,,,,,,,,,
13789,13789,BLR,NV International Private Limited,CARE D,24-11-15,CARE C / CARE A4,07-04-17,CARE B / CARE A4,12-02-18,,,,,,,,,,,,,,,,
13790,13790,BLR,NV Vogt Solar One Private Limited,CARE BBB,10-04-17,,,,,,,,,,,,,,,,,,,,
13791,13791,BLR,NVESONS,CARE B+,21-03-18,,,,,,,,,,,,,,,,,,,,
13792,13792,BLR,NVESONS,CARE B+,21-03-18,,,,,,,,,,,,,,,,,,,,
13793,13793,BLR,NVR Infrastructure and Services Private Limited,CARE BBB-,09-07-13,CARE BBB+,31-03-14,CARE A-,09-02-15,CARE A,21-02-18,,,,,,,,,,,,,,
13794,13794,BLR,NVR Mahasolar Private Limited,CARE BBB,06-10-17,,,,,,,,,,,,,,,,,,,,
13795,13795,BLR,Nyalkaran Infra,CARE BB-,16-11-17,,,,,,,,,,,,,,,,,,,,
13796,13796,BLR,Nysa Industries,CARE B+,13-04-16,,,,,,,,,,,,,,,,,,,,
13797,13797,BLR,O. C. Sweaters LLP,CARE BB+,31-01-13,CARE BBB-,13-02-15,,,,,,,,,,,,,,,,,,
13798,13798,BLR,O. C. Sweaters LLP,CARE A4,31-01-13,CARE A3,13-02-15,,,,,,,,,,,,,,,,,,
13799,13799,BLR,O. C. Sweaters LLP,CARE BB+,31-01-13,CARE BBB-,13-02-15,CARE A3,31-03-16,,,,,,,,,,,,,,,,
13800,13800,BLR,O.P.Jindal Global University,CARE A3+,04-05-15,,,,,,,,,,,,,,,,,,,,
13801,13801,BLR,O.P.Jindal Global University,CARE BBB,04-05-15,,,,,,,,,,,,,,,,,,,,
13802,13802,BLR,O.P.Jindal Global University,CARE BBB / CARE A3+,23-03-18,,,,,,,,,,,,,,,,,,,,
13803,13803,BLR,Oasis EPC Solutions Limited,CARE BB+ / CARE A4+,31-08-17,,,,,,,,,,,,,,,,,,,,
13804,13804,BLR,Oasis EPC Solutions Limited,CARE BB+,31-08-17,,,,,,,,,,,,,,,,,,,,
13805,13805,BLR,Oasis Green Energy Private Limited,CARE B+,11-01-16,,,,,,,,,,,,,,,,,,,,
13806,13806,BLR,Oasis Green Energy Private Limited,CARE B+,11-01-16,,,,,,,,,,,,,,,,,,,,
13807,13807,BLR,Oasis Realty,CARE AA+ (SO),23-09-14,,,,,,,,,,,,,,,,,,,,
13808,13808,BLR,Oasis Realty,CARE AA+ (SO) / CARE A1+ (SO),23-09-14,,,,,,,,,,,,,,,,,,,,
13809,13809,BLR,Oasis Realty Private Limited,CARE BBB,23-06-17,,,,,,,,,,,,,,,,,,,,
13810,13810,BLR,Oasis Tradelink Limited,CARE BB / CARE A4,16-01-15,CARE BB+ / CARE A4+,23-02-16,CARE BBB- / CARE A3,16-03-17,,,,,,,,,,,,,,,,
13811,13811,LT Instruments,OB Infrastructure Limited,CARE A- (SO),28-11-14,CARE A (SO),14-10-15,CARE A+ (SO),13-10-16,,,,,,,,,,,,,,,,
13812,13812,ST Instruments,Oberoi Realty Limited,CARE A1+,21-04-14,,,,,,,,,,,,,,,,,,,,
13813,13813,BLR,Oberoi Realty Limited,CARE AA+ / CARE A1+,06-11-17,,,,,,,,,,,,,,,,,,,,
13814,13814,BLR,Ocean Ceramics Private Limited,CARE A4,23-04-13,,,,,,,,,,,,,,,,,,,,
