Count,Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
13815,13815,BLR,Ocean Ceramics Private Limited,CARE BB-,19-12-16,,,,,,,,,,,,,,,,,,,,
13816,13816,BLR,Ocean Ceramics Private Limited,CARE BB-,23-04-13,,,,,,,,,,,,,,,,,,,,
13817,13817,BLR,Ocean Healthcare Private Limited,CARE BB,10-08-15,CARE B,31-03-18,,,,,,,,,,,,,,,,,,
13818,13818,BLR,Octopus Papers Limited,CARE BB-,11-03-16,CARE D,14-07-17,,,,,,,,,,,,,,,,,,
13819,13819,BLR,Oil and Natural Gas Corporation Limited,CARE AAA,01-07-13,,,,,,,,,,,,,,,,,,,,
13820,13820,BLR,Oil and Natural Gas Corporation Limited,CARE A1+,06-03-18,,,,,,,,,,,,,,,,,,,,
13821,13821,BLR,Oil and Natural Gas Corporation Limited,CARE AAA / CARE A1+,01-07-13,,,,,,,,,,,,,,,,,,,,
13822,13822,BLR,Oil India Limited,CARE A1+,11-01-16,,,,,,,,,,,,,,,,,,,,
13823,13823,BLR,Oil India Limited,CARE A1+,11-01-16,,,,,,,,,,,,,,,,,,,,
13824,13824,BLR,Oil India Limited,CARE AAA,11-01-16,,,,,,,,,,,,,,,,,,,,
13825,13825,BLR,Oilex Engineers (India) Private Limited,CARE BB+,11-07-16,,,,,,,,,,,,,,,,,,,,
13826,13826,BLR,Oilex Engineers (India) Private Limited,CARE A4+,11-07-16,,,,,,,,,,,,,,,,,,,,
13827,13827,BLR,Oilex Engineers (India) Private Limited,CARE A4+,11-07-16,,,,,,,,,,,,,,,,,,,,
13828,13828,BLR,Oilex Engineers (India) Private Limited,CARE A4+,11-07-16,,,,,,,,,,,,,,,,,,,,
13829,13829,BLR,Oilex Engineers (India) Private Limited,CARE BB+ / CARE A4+,11-07-16,,,,,,,,,,,,,,,,,,,,
13830,13830,BLR,Ojaswi Marbles & Granites Private Limited,CARE BB- / CARE A4,22-03-18,,,,,,,,,,,,,,,,,,,,
13831,13831,BLR,Olive Bar and Kitchen Private Limited,CARE BBB-,13-04-16,,,,,,,,,,,,,,,,,,,,
13832,13832,BLR,Olive Bar and Kitchen Private Limited,CARE BBB-,10-03-15,,,,,,,,,,,,,,,,,,,,
13833,13833,BLR,Olive Bar and Kitchen Private Limited,CARE BBB-,10-03-15,,,,,,,,,,,,,,,,,,,,
13834,13834,BLR,Olive Industries,CARE B,16-11-17,,,,,,,,,,,,,,,,,,,,
13835,13835,BLR,Olive Industries,CARE B,16-11-17,,,,,,,,,,,,,,,,,,,,
13836,13836,BLR,Olive Industries,CARE A4,16-11-17,,,,,,,,,,,,,,,,,,,,
13837,13837,BLR,Olive Tree Retail Private Limited,CARE BB-,13-11-13,,,,,,,,,,,,,,,,,,,,
13838,13838,BLR,Om Aastha Indo Energy Private Limited,CARE B+,30-11-17,,,,,,,,,,,,,,,,,,,,
13839,13839,BLR,Om Aastha Indo Energy Private Limited,CARE B+,30-11-17,,,,,,,,,,,,,,,,,,,,
13840,13840,BLR,Om Besco Rail Products Limited,CARE BBB-,16-10-13,CARE BB,04-02-16,CARE D,14-11-16,,,,,,,,,,,,,,,,
13841,13841,BLR,Om Builders,CARE BB-,19-04-17,CARE BB,08-02-18,,,,,,,,,,,,,,,,,,
13842,13842,BLR,Om Builders,CARE A4,19-04-17,,,,,,,,,,,,,,,,,,,,
13843,13843,BLR,Om Construction Company,CARE BB-,18-12-14,CARE BB,29-10-15,,,,,,,,,,,,,,,,,,
13844,13844,BLR,Om Construction Company,CARE BB-,18-12-14,CARE BB,29-10-15,,,,,,,,,,,,,,,,,,
13845,13845,BLR,Om Construction Company,CARE BB- / CARE A4,18-12-14,CARE BB / CARE A4,29-10-15,,,,,,,,,,,,,,,,,,
13846,13846,BLR,Om Cottex,CARE B,01-11-13,CARE B+,19-09-14,CARE D,18-08-16,,,,,,,,,,,,,,,,
13847,13847,BLR,Om Fire Safety Company Private Limited,CARE B+,19-03-18,,,,,,,,,,,,,,,,,,,,
13848,13848,BLR,Om Fire Safety Company Private Limited,CARE B+ / CARE A4,19-03-18,,,,,,,,,,,,,,,,,,,,
13849,13849,BLR,Om India Trading Company Private Limited,CARE BB+,10-08-09,CARE A4+,21-03-11,CARE A3,30-01-12,CARE BBB- / CARE A3,02-06-14,,,,,,,,,,,,,,
13850,13850,BLR,Om India Trading Company Private Limited,CARE A4,10-08-09,CARE A4+,21-03-11,CARE A3,30-01-12,,,,,,,,,,,,,,,,
13851,13851,BLR,Om India Trading Company Private Limited,CARE BBB-,02-04-13,,,,,,,,,,,,,,,,,,,,
13852,13852,BLR,Om Logistics Limited,CARE A+,22-10-14,CARE AA-,30-12-15,,,,,,,,,,,,,,,,,,
13853,13853,BLR,Om Logistics Limited,CARE A+,22-10-14,CARE AA-,30-12-15,,,,,,,,,,,,,,,,,,
13854,13854,ST Instruments,Om Logistics Limited,CARE A1+,10-05-16,,,,,,,,,,,,,,,,,,,,
13855,13855,BLR,Om Logistics Limited,CARE A1+,22-10-14,,,,,,,,,,,,,,,,,,,,
13856,13856,BLR,Om Metals Auto Private Limited,CARE BB+,05-04-17,CARE BBB-,21-03-18,,,,,,,,,,,,,,,,,,
13857,13857,BLR,Om Metals Auto Private Limited,CARE BB+ / CARE A4,25-06-12,CARE BBB- / CARE A3,21-03-18,,,,,,,,,,,,,,,,,,
13858,13858,BLR,Om Metals Infraprojects Limited,CARE A / CARE A1,23-06-11,CARE A-  / CARE A2+,25-03-13,CARE A- / CARE A2+,08-04-14,CARE BBB+ / CARE A2,23-03-17,,,,,,,,,,,,,,
13859,13859,BLR,Om Metals Infraprojects Limited,CARE A,23-06-11,CARE A-,25-03-13,CARE BBB+,23-03-17,,,,,,,,,,,,,,,,
13860,13860,BLR,Om Metals Infraprojects Limited,CARE A,23-06-11,CARE A-,25-03-13,CARE BBB+,23-03-17,,,,,,,,,,,,,,,,
13861,13861,BLR,Om Metals Infraprojects Limited,CARE A1,23-06-11,CARE A2+,25-03-13,CARE A2,23-03-17,,,,,,,,,,,,,,,,
13862,13862,BLR,Om Packaging,CARE B+,12-08-16,,,,,,,,,,,,,,,,,,,,
13863,13863,BLR,Om Sai Hospitality,CARE D,14-03-16,,,,,,,,,,,,,,,,,,,,
13864,13864,BLR,Om Sai Intex Private Limited,CARE BBB+,15-12-16,,,,,,,,,,,,,,,,,,,,
13865,13865,BLR,Om Sai Intex Private Limited,CARE BBB+,15-12-16,,,,,,,,,,,,,,,,,,,,
13866,13866,BLR,Om Sharda Logistics Solutions Private Limited,CARE BB,21-02-18,,,,,,,,,,,,,,,,,,,,
13867,13867,BLR,Om Shiv Foods,CARE B+,23-02-18,,,,,,,,,,,,,,,,,,,,
13868,13868,BLR,Om Shiv Foods,CARE B+,23-02-18,,,,,,,,,,,,,,,,,,,,
13869,13869,BLR,Om Shiv Foods,CARE A4,23-02-18,,,,,,,,,,,,,,,,,,,,
13870,13870,BLR,Om Shiv Lumbers Private Limited,CARE A4,12-04-16,CARE D,22-03-17,,,,,,,,,,,,,,,,,,
13871,13871,BLR,Om Shiv Lumbers Private Limited,CARE B+,12-04-16,CARE D,22-03-17,,,,,,,,,,,,,,,,,,
13872,13872,BLR,Om Shivashakthi Poultry Breeders,CARE B,21-02-18,,,,,,,,,,,,,,,,,,,,
13873,13873,BLR,Om Shree International Private Limited,CARE BBB-,23-09-14,CARE BBB,07-01-16,,,,,,,,,,,,,,,,,,
13874,13874,BLR,Om Shri Sai Baba Construction,CARE BB-,18-07-16,,,,,,,,,,,,,,,,,,,,
13875,13875,BLR,Om Shri Sai Baba Construction,CARE A4,18-07-16,,,,,,,,,,,,,,,,,,,,
13876,13876,BLR,Om Sugars Limited,CARE B,08-07-15,CARE D,06-11-17,,,,,,,,,,,,,,,,,,
13877,13877,BLR,Om Yarn Plus Private Limited,CARE BB,29-03-12,CARE BB-,11-04-13,CARE BB,12-03-14,,,,,,,,,,,,,,,,
13878,13878,BLR,Om Yarn Plus Private Limited,CARE BB,29-03-12,CARE BB-,11-04-13,CARE BB,12-03-14,,,,,,,,,,,,,,,,
13879,13879,BLR,Om Yarn Plus Private Limited,CARE A4,29-03-12,,,,,,,,,,,,,,,,,,,,
13880,13880,LT Instruments,Omaxe Limited,CARE BBB (SO),26-05-15,,,,,,,,,,,,,,,,,,,,
13881,13881,MT Instruments,Omaxe Limited,CARE BBB- (FD),20-11-14,CARE BBB (FD),21-05-15,,,,,,,,,,,,,,,,,,
13882,13882,MT Instruments,Omaxe Limited,CARE BBB- (FD) / CARE A3 (FD),09-10-14,CARE BBB (FD),21-05-15,,,,,,,,,,,,,,,,,,
13883,13883,BLR,Omaxe Limited,CARE B+,03-11-11,CARE BB,10-10-12,CARE BBB-,18-12-13,,,,,,,,,,,,,,,,
13884,13884,BLR,Omaxe Limited,CARE B+,03-11-11,CARE BB,10-10-12,CARE BBB-,18-12-13,,,,,,,,,,,,,,,,
13885,13885,BLR,Omaxe Limited,CARE B+,03-11-11,CARE BB,10-10-12,CARE BBB-,18-12-13,,,,,,,,,,,,,,,,
13886,13886,BLR,Omaxe Limited,CARE B+,03-11-11,CARE BB,10-10-12,CARE BBB-,18-12-13,,,,,,,,,,,,,,,,
13887,13887,BLR,Omaxe Limited,CARE B+ / CARE A4,03-11-11,CARE BB / CARE A4,10-10-12,CARE BBB- / CARE A3,18-12-13,,,,,,,,,,,,,,,,
13888,13888,BLR,Omega Traexim Inc,CARE A4,14-11-17,,,,,,,,,,,,,,,,,,,,
13889,13889,BLR,Omega Traexim Inc,CARE BB-,14-11-17,,,,,,,,,,,,,,,,,,,,
13890,13890,BLR,Omicron Power Engineers Private Limited,CARE B+,03-02-15,CARE C,01-03-16,,,,,,,,,,,,,,,,,,
13891,13891,BLR,Omicron Power Engineers Private Limited,CARE A4,03-02-15,CARE C,01-03-16,,,,,,,,,,,,,,,,,,
13892,13892,BLR,Omicron Power Engineers Private Limited,CARE B+,03-02-15,CARE C,01-03-16,,,,,,,,,,,,,,,,,,
13893,13893,BLR,OMID Engineering Private Limited,CARE BB-,17-05-13,CARE D,07-12-17,,,,,,,,,,,,,,,,,,
13894,13894,BLR,Omkamal Steel Private Limited,CARE B+,16-06-17,CARE BB-,23-01-18,,,,,,,,,,,,,,,,,,
13895,13895,BLR,Omkamal Steel Private Limited,CARE B+,16-06-17,CARE BB-,23-01-18,,,,,,,,,,,,,,,,,,
13896,13896,BLR,Omkar Infratech Limited,CARE B+,29-03-18,,,,,,,,,,,,,,,,,,,,
13897,13897,BLR,Omkar Infratech Limited,CARE B+,29-03-18,,,,,,,,,,,,,,,,,,,,
13898,13898,BLR,Omkar Realtors and Developers Private Limited,CARE BBB-,30-12-10,CARE BBB,26-12-11,CARE BBB-,06-03-13,,,,,,,,,,,,,,,,
13899,13899,BLR,Omkar Realtors and Developers Private Limited,CARE A3,30-12-10,,,,,,,,,,,,,,,,,,,,
13900,13900,BLR,Omkar Realtors and Developers Private Limited,CARE A3,30-12-10,,,,,,,,,,,,,,,,,,,,
13901,13901,BLR,Omkar Textile Mills Private Limited,CARE A4,26-06-17,,,,,,,,,,,,,,,,,,,,
13902,13902,BLR,Omkar Textile Mills Private Limited,CARE BB,26-06-17,,,,,,,,,,,,,,,,,,,,
13903,13903,BLR,Omkar Textile Mills Private Limited,CARE BB,26-06-17,,,,,,,,,,,,,,,,,,,,
13904,13904,BLR,Omkar Ventures Private Limited,CARE BBB- (SO),26-04-17,,,,,,,,,,,,,,,,,,,,
13905,13905,BLR,OMRV Hospitals Private Limited,CARE BB,26-09-16,CARE B+,15-11-17,,,,,,,,,,,,,,,,,,
13906,13906,BLR,Omvishwa Grains Private Limited,CARE B,04-12-17,,,,,,,,,,,,,,,,,,,,
13907,13907,BLR,Omvishwa Grains Private Limited,CARE B,04-12-17,,,,,,,,,,,,,,,,,,,,
13908,13908,BLR,One Education Initiatives Private Limited,CARE BB+,02-03-16,,,,,,,,,,,,,,,,,,,,
13909,13909,LT Instruments,ONGC Petro-additions Limited,Provisional CARE AAA (SO),22-03-18,,,,,,,,,,,,,,,,,,,,
13910,13910,LT Instruments,ONGC Petro-additions Limited,Provisional CARE AAA (SO),12-05-16,,,,,,,,,,,,,,,,,,,,
13911,13911,BLR,ONGC Tripura Power Company Limited,CARE A1+,02-02-12,,,,,,,,,,,,,,,,,,,,
13912,13912,BLR,ONGC Tripura Power Company Limited,CARE A1+,14-01-13,,,,,,,,,,,,,,,,,,,,
13913,13913,BLR,ONGC Tripura Power Company Limited,CARE A+,02-02-12,CARE AA-,23-12-16,,,,,,,,,,,,,,,,,,
13914,13914,BLR,ONGC Tripura Power Company Limited,CARE A+,11-04-14,CARE AA-,23-12-16,,,,,,,,,,,,,,,,,,
13915,13915,BLR,Ongole Arogya Hospitals Private Limited,CARE BB,07-04-14,CARE D,16-02-16,,,,,,,,,,,,,,,,,,
13916,13916,BLR,Oopal Diamond,CARE A4+,13-09-12,CARE A4,06-04-17,CARE BB,01-12-17,,,,,,,,,,,,,,,,
13917,13917,BLR,Operational Energy Group India Limited,CARE BBB,07-11-16,,,,,,,,,,,,,,,,,,,,
13918,13918,BLR,Operational Energy Group India Limited,CARE A3,07-11-16,,,,,,,,,,,,,,,,,,,,
13919,13919,BLR,OPG Power Generation Private Limited,CARE A2+,22-10-14,CARE A1,18-05-15,,,,,,,,,,,,,,,,,,
13920,13920,BLR,OPG Power Generation Private Limited,CARE A2+,22-10-14,CARE A1,18-05-15,,,,,,,,,,,,,,,,,,
13921,13921,BLR,OPG Power Generation Private Limited,CARE A-,22-10-14,CARE A,18-05-15,CARE A+,18-05-16,,,,,,,,,,,,,,,,
13922,13922,BLR,OPG Power Generation Private Limited,CARE A-,22-10-14,CARE A,18-05-15,CARE A+,18-05-16,,,,,,,,,,,,,,,,
13923,13923,BLR,OPG Power Ventures Plc,CARE A,29-04-16,,,,,,,,,,,,,,,,,,,,
13924,13924,BLR,OPGS Power Gujarat Private Limited,CARE A- (SO),10-05-16,,,,,,,,,,,,,,,,,,,,
13925,13925,BLR,OPGS Power Gujarat Private Limited,CARE A- (SO),10-05-16,,,,,,,,,,,,,,,,,,,,
13926,13926,BLR,OPGS Power Gujarat Private Limited,CARE A2+ (SO),10-05-16,,,,,,,,,,,,,,,,,,,,
13927,13927,BLR,Optiemus Electronics Limited,CARE BBB,09-02-18,,,,,,,,,,,,,,,,,,,,
13928,13928,BLR,Optiemus Electronics Limited,CARE BBB,09-02-18,,,,,,,,,,,,,,,,,,,,
13929,13929,BLR,Optiemus Infracom Limited,CARE BBB,09-02-18,,,,,,,,,,,,,,,,,,,,
13930,13930,BLR,Optiemus Infracom Limited,CARE BBB,09-02-18,,,,,,,,,,,,,,,,,,,,
13931,13931,BLR,Options Lawns Private Limited,CARE B+,16-06-17,,,,,,,,,,,,,,,,,,,,
13932,13932,BLR,Options Lawns Private Limited,CARE B+,16-06-17,,,,,,,,,,,,,,,,,,,,
13933,13933,BLR,Optival Health Solutions Private Limited,CARE BBB-,05-11-14,CARE BBB+,13-03-18,,,,,,,,,,,,,,,,,,
13934,13934,BLR,Opulent Hospitality India Private Limited,CARE B+,18-04-17,,,,,,,,,,,,,,,,,,,,
13935,13935,BLR,Oracle Granito Limited,CARE A3,22-04-09,CARE A3 @,31-03-13,CARE A3,09-10-13,,,,,,,,,,,,,,,,
13936,13936,BLR,Oracle Granito Limited,CARE BBB,22-04-09,CARE BBB- @,31-03-13,CARE BBB-,09-10-13,,,,,,,,,,,,,,,,
13937,13937,BLR,Oracle Granito Limited,CARE BBB,22-04-09,CARE BBB- @,31-03-13,CARE BBB-,09-10-13,,,,,,,,,,,,,,,,
13938,13938,BLR,Orange Agar Wind Power Private Limited,CARE BBB+,14-12-17,,,,,,,,,,,,,,,,,,,,
13939,13939,BLR,Orange City Water Private Limited,CARE A3,13-03-13,CARE A3 @,27-03-17,CARE A4 @,13-12-17,,,,,,,,,,,,,,,,
13940,13940,BLR,Orange City Water Private Limited,CARE BBB-,13-03-13,CARE BBB- @,27-03-17,CARE BB- @,13-12-17,,,,,,,,,,,,,,,,
13941,13941,BLR,Orange City Water Private Limited,CARE BBB-,13-03-13,CARE BBB- @,27-03-17,CARE BB- @,13-12-17,,,,,,,,,,,,,,,,
13942,13942,BLR,Orange Jaisalmer Wind Energy Private Limited,CARE BBB-,03-09-13,CARE BBB,30-07-14,CARE BBB+,20-10-15,CARE A-,17-07-17,,,,,,,,,,,,,,
13943,13943,BLR,Orange Jaisalmer Wind Energy Private Limited,CARE BBB-,03-09-13,CARE BBB,30-07-14,CARE BBB+,20-10-15,CARE A-,17-07-17,,,,,,,,,,,,,,
13944,13944,BLR,Orange Mamatkheda Wind Private Limited,CARE BBB-,07-07-14,CARE BBB,09-07-15,CARE BBB+,06-12-17,,,,,,,,,,,,,,,,
13945,13945,BLR,Orange Mamatkheda Wind Private Limited,CARE BBB-,07-07-14,CARE BBB,09-07-15,CARE BBB+,06-12-17,,,,,,,,,,,,,,,,
13946,13946,BLR,Orange Mamatkheda Wind Private Limited,CARE BBB+,26-03-18,,,,,,,,,,,,,,,,,,,,
13947,13947,BLR,Orazone Paper Private Limited,CARE B,05-04-17,CARE B+,19-03-18,,,,,,,,,,,,,,,,,,
13948,13948,BLR,Orazone Paper Private Limited,CARE B,05-04-17,CARE B+,19-03-18,,,,,,,,,,,,,,,,,,
13949,13949,BLR,Orazone Paper Private Limited,CARE B,20-07-17,CARE B+,19-03-18,,,,,,,,,,,,,,,,,,
13950,13950,BLR,Orazone Paper Private Limited,CARE A4,05-04-17,,,,,,,,,,,,,,,,,,,,
13951,13951,BLR,Orchid Exim India Private Limited,CARE A4,06-06-16,,,,,,,,,,,,,,,,,,,,
13952,13952,BLR,Orchid Exim India Private Limited,CARE BB- / CARE A4,06-06-16,,,,,,,,,,,,,,,,,,,,
13953,13953,BLR,Orchid Marine,CARE A4,14-04-16,,,,,,,,,,,,,,,,,,,,
13954,13954,BLR,Orchid Marine,CARE A4,14-04-16,,,,,,,,,,,,,,,,,,,,
13955,13955,BLR,Orchid Pharma Limited,CARE A4+,10-08-10,CARE A3,17-10-11,CARE A4,14-06-12,CARE D,17-12-12,CARE A4,22-04-14,CARE D,17-04-17,,,,,,,,,,
13956,13956,BLR,Orchid Pharma Limited,CARE BB+,10-08-10,CARE BBB-,17-10-11,CARE B,14-06-12,CARE D,17-12-12,CARE C,22-04-14,CARE B-,13-04-15,CARE D,17-04-17,,,,,,,,
13957,13957,BLR,Orient Abrasives Limited,CARE A+,17-06-09,CARE A,15-04-13,,,,,,,,,,,,,,,,,,
13958,13958,BLR,Orient Abrasives Limited,CARE A+,17-06-09,CARE A,15-04-13,,,,,,,,,,,,,,,,,,
13959,13959,BLR,Orient Abrasives Limited,CARE A1+,17-06-09,CARE A1,27-10-16,,,,,,,,,,,,,,,,,,
13960,13960,BLR,Orient Cement Limited,CARE AA-,30-10-13,,,,,,,,,,,,,,,,,,,,
13961,13961,ST Instruments,Orient Cement Limited,CARE A1+,18-11-13,,,,,,,,,,,,,,,,,,,,
13962,13962,ST Instruments,Orient Cement Limited,CARE A1+,30-01-15,,,,,,,,,,,,,,,,,,,,
13963,13963,BLR,Orient Craft Limited,CARE A3,09-10-09,CARE A3+,29-10-14,,,,,,,,,,,,,,,,,,
13964,13964,BLR,Orient Craft Limited,CARE A3,09-10-09,CARE A3+,29-10-14,,,,,,,,,,,,,,,,,,
13965,13965,BLR,Orient Craft Limited,CARE BBB,09-10-09,CARE BBB-,15-01-13,CARE BBB+,29-10-14,CARE BBB,23-03-18,,,,,,,,,,,,,,
13966,13966,BLR,Orient Electric Limited,CARE AA-,21-02-18,,,,,,,,,,,,,,,,,,,,
13967,13967,BLR,Orient Electric Limited,CARE AA-,21-02-18,,,,,,,,,,,,,,,,,,,,
13968,13968,BLR,Orient Electric Limited,CARE A1+,21-02-18,,,,,,,,,,,,,,,,,,,,
13969,13969,BLR,Orient Electric Limited,CARE AA- / CARE A1+,21-02-18,,,,,,,,,,,,,,,,,,,,
13970,13970,BLR,Orient Electric Limited,CARE AA- / CARE A1+,21-02-18,,,,,,,,,,,,,,,,,,,,
13971,13971,BLR,Orient Glazes Private Limited,CARE A- / CARE A2+,04-09-15,,,,,,,,,,,,,,,,,,,,
13972,13972,BLR,Orient Glazes Private Limited,CARE A-,04-11-15,,,,,,,,,,,,,,,,,,,,
13973,13973,BLR,Orient Ispat Private Limited,CARE BBB,22-11-17,,,,,,,,,,,,,,,,,,,,
13974,13974,BLR,Orient Paper & Industries Limited,CARE A-,15-07-14,CARE A,08-07-16,CARE AA-,20-02-18,,,,,,,,,,,,,,,,
13975,13975,BLR,Orient Paper & Industries Limited,CARE A,16-05-08,CARE A+,06-10-08,CARE AA-,09-12-09,CARE AA- @,10-08-11,CARE A-,27-06-13,CARE A,08-07-16,CARE AA-,20-02-18,,,,,,,,
13976,13976,BLR,Orient Paper & Industries Limited,CARE A1+,15-09-10,CARE A1+ @,10-08-11,CARE A1,27-06-13,CARE A1+,20-02-18,,,,,,,,,,,,,,
13977,13977,BLR,Orient Paper & Industries Limited,CARE A / CARE A1+,16-05-08,CARE A+/ CARE A1+,06-10-08,CARE AA- / CARE A1+,09-12-09,CARE AA- / CARE A1+ @,10-08-11,CARE A- / CARE A1,27-06-13,CARE A / CARE A1,08-07-16,CARE AA- / CARE A1+,20-02-18,,,,,,,,
13978,13978,BLR,Orient Paper & Industries Limited,CARE A / CARE A1+,16-05-08,CARE A+/ CARE A1+,06-10-08,CARE AA- / CARE A1+,09-12-09,CARE AA- / CARE A1+ @,10-08-11,CARE A- / CARE A1,27-06-13,CARE A / CARE A1,08-07-16,CARE AA- / CARE A1+,20-02-18,,,,,,,,
13979,13979,BLR,Orient Press Limited,CARE BBB / CARE A3+,14-11-13,,,,,,,,,,,,,,,,,,,,
13980,13980,MT Instruments,Orient Press Limited,CARE BBB (FD),27-10-14,,,,,,,,,,,,,,,,,,,,
13981,13981,BLR,Orient Press Limited,CARE A3+,14-11-13,,,,,,,,,,,,,,,,,,,,
13982,13982,BLR,Orient Press Limited,CARE BBB,14-11-13,,,,,,,,,,,,,,,,,,,,
13983,13983,BLR,Orient Press Limited,CARE BBB,14-11-13,,,,,,,,,,,,,,,,,,,,
13984,13984,BLR,Orient Spun Silk and Processing Mills LLP,CARE B,21-11-17,,,,,,,,,,,,,,,,,,,,
13985,13985,LT Instruments,Oriental Bank Of Commerce,CARE AAA,12-10-10,CARE AA+,27-07-12,CARE AA,21-03-16,CARE AA-,18-08-17,,,,,,,,,,,,,,
13986,13986,LT Instruments,Oriental Bank Of Commerce,CARE AA+,23-11-12,CARE AA,21-03-16,CARE AA-,18-08-17,,,,,,,,,,,,,,,,
13987,13987,LT Instruments,Oriental Bank Of Commerce,CARE AA,23-06-16,CARE AA-,18-08-17,,,,,,,,,,,,,,,,,,
13988,13988,LT Instruments,Oriental Bank Of Commerce,CARE AA+,17-11-15,CARE AA,21-03-16,CARE AA-,18-08-17,,,,,,,,,,,,,,,,
13989,13989,LT Instruments,Oriental Bank Of Commerce,CARE AA+,25-07-14,CARE AA,21-03-16,CARE AA-,18-08-17,,,,,,,,,,,,,,,,
13990,13990,LT Instruments,Oriental Bank Of Commerce,CARE AA+,12-10-10,CARE AA,27-07-12,CARE AA-,21-03-16,CARE A+,18-08-17,,,,,,,,,,,,,,
13991,13991,LT Instruments,Oriental Bank Of Commerce,CARE AA+,12-10-10,CARE AA,27-07-12,CARE AA-,21-03-16,CARE A+,18-08-17,,,,,,,,,,,,,,
13992,13992,LT Instruments,Oriental Bank Of Commerce,CARE AA+,14-07-06,CARE AA,27-07-12,CARE AA-,21-03-16,CARE A+,18-08-17,,,,,,,,,,,,,,
13993,13993,LT Instruments,Oriental Bank Of Commerce,CARE AA+,04-01-10,CARE AA,27-07-12,CARE AA-,21-03-16,CARE A+,18-08-17,,,,,,,,,,,,,,
13994,13994,LT Instruments,Oriental Bank Of Commerce,CARE AA-,13-01-15,CARE A+,21-03-16,CARE A,18-08-17,,,,,,,,,,,,,,,,
13995,13995,LT Instruments,Oriental Bank Of Commerce,CARE A,18-08-17,,,,,,,,,,,,,,,,,,,,
13996,13996,BLR,Oriental Enterprise Private Limited,CARE BB / CARE A4+,18-01-16,CARE BB+ / CARE A4+,16-02-18,,,,,,,,,,,,,,,,,,
13997,13997,BLR,Oriental Enterprise Private Limited,CARE BB,18-01-16,CARE BB+,16-02-18,,,,,,,,,,,,,,,,,,
13998,13998,BLR,Oriental Enterprise Private Limited,CARE BB,18-01-16,CARE BB+,16-02-18,,,,,,,,,,,,,,,,,,
13999,13999,BLR,Oriental Granites & Crushers,CARE B+,07-04-16,CARE BB-,14-02-17,,,,,,,,,,,,,,,,,,
14000,14000,BLR,Oriental Granites & Crushers,CARE B+,07-04-16,CARE BB-,14-02-17,,,,,,,,,,,,,,,,,,
14001,14001,LT Instruments,Oriental Hotels Limited,CARE A+,20-11-14,,,,,,,,,,,,,,,,,,,,
14002,14002,BLR,Oriental Hotels Limited,CARE A+,07-12-16,,,,,,,,,,,,,,,,,,,,
14003,14003,LT Instruments,Oriental Nagpur Betul Highway Limited,Provisional CARE AAA (SO),15-11-16,,,,,,,,,,,,,,,,,,,,
14004,14004,LT Instruments,Oriental Nagpur Betul Highway Limited,Provisional CARE AAA (SO),13-10-17,,,,,,,,,,,,,,,,,,,,
14005,14005,LT Instruments,Oriental Nagpur Betul Highway Limited,Provisional CARE AAA (SO),15-11-16,,,,,,,,,,,,,,,,,,,,
14006,14006,LT Instruments,Oriental Nagpur Betul Highway Limited,Provisional CARE AAA (SO),13-10-17,,,,,,,,,,,,,,,,,,,,
14007,14007,BLR,Oriental Nagpur Bye Pass Construction Private Limited,CARE BBB,13-09-11,CARE BBB-,26-03-14,CARE BB+,11-05-16,CARE D,17-04-17,,,,,,,,,,,,,,
14008,14008,BLR,Oriental Nicco Projects Private Limited,CARE BB,18-01-16,CARE BB+,16-02-18,,,,,,,,,,,,,,,,,,
14009,14009,BLR,Oriental Nicco Projects Private Limited,CARE BB / CARE A4+,18-01-16,CARE BB+ / CARE A4+,16-02-18,,,,,,,,,,,,,,,,,,
14010,14010,BLR,Oriental Pathways (Agra) Private Limited,CARE BBB,29-12-08,CARE BBB-,24-04-13,CARE D,27-04-16,CARE BB,16-12-16,CARE D,07-07-17,,,,,,,,,,,,
14011,14011,BLR,Oriental Pathways (Indore) Private Limited,CARE BBB+,29-08-16,,,,,,,,,,,,,,,,,,,,
14012,14012,LT Instruments,Oriental Pathways (Indore) Private Limited,CARE A-,29-08-16,,,,,,,,,,,,,,,,,,,,
14013,14013,BLR,Oriental Pathways (Indore) Private Limited,CARE A-,29-08-16,,,,,,,,,,,,,,,,,,,,
14014,14014,BLR,Oriental Pathways (Nagpur) Private Limited,CARE BBB,30-12-08,CARE BBB-,31-12-09,CARE D,27-04-16,CARE B+,16-12-16,,,,,,,,,,,,,,
14015,14015,BLR,Oriental Sales Corporation,CARE BB-,30-05-17,,,,,,,,,,,,,,,,,,,,
14016,14016,BLR,Oriental Sales Corporation,CARE BB- / CARE A4,30-05-17,,,,,,,,,,,,,,,,,,,,
14017,14017,BLR,Oriental Structural Engineerings Private Limited,CARE A / CARE A1,30-12-08,CARE A- / CARE A2+,27-04-16,CARE BBB+ / CARE A2,05-05-17,CARE A- / CARE A2+,26-12-17,,,,,,,,,,,,,,
14018,14018,BLR,Oriental Structural Engineerings Private Limited,CARE A,10-04-15,CARE A-,27-04-16,CARE BBB+,05-05-17,CARE A-,26-12-17,,,,,,,,,,,,,,
